Date,Month,Title,Company,Location,Seniority,Employment Type,Job Functions,Industries,API Link,Original Link,Niveau Étude,Experience,Keyword
2025-12-24,December,Field Service Technician - On Site Services,GE Vernova,"Algiers, Algiers, Algeria",Entry level,Full-time,Information Technology,Electric Power Generation,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346082159,https://dz.linkedin.com/jobs/view/field-service-technician-on-site-services-at-ge-vernova-4346082159,Bac+2 / BTS / DUT,N/A,General Search
2025-12-24,December,Field Service Technician - On Site Services,GE Vernova,"Algiers, Algiers, Algeria",Entry level,Full-time,Information Technology,Electric Power Generation,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345963276,https://dz.linkedin.com/jobs/view/field-service-technician-on-site-services-at-ge-vernova-4345963276,Bac+2 / BTS / DUT,N/A,General Search
2025-12-24,December,Assistant Brand Manager,PepsiCo,"New Cairo, Cairo, Egypt",Mid-Senior level,Full-time,Marketing,Manufacturing and Food and Beverage Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4348131188,https://eg.linkedin.com/jobs/view/assistant-brand-manager-at-pepsico-4348131188,Bac+4,1 ans/years,General Search
2025-12-24,December,Site Civil Engineer,ELSEWEDY ELECTRIC,"Giza, Al Jizah, Egypt",Entry level,Full-time,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346072023,https://eg.linkedin.com/jobs/view/site-civil-engineer-at-elsewedy-electric-4346072023,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Data Entry III (Remote),Core Code io,"Cairo, Cairo, Egypt",Entry level,Full-time,Other,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328926912,https://eg.linkedin.com/jobs/view/data-entry-iii-remote-at-core-code-io-4328926912,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Financial Controller,CAF (Construcciones y Auxiliar de Ferrocarriles),"Cairo, Cairo, Egypt",Director,Contract,Accounting/Auditing and Finance,Motor Vehicle Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325241082,https://eg.linkedin.com/jobs/view/financial-controller-at-caf-construcciones-y-auxiliar-de-ferrocarriles-4325241082,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Bookkeeper III (Remote),Core Code io,"Cairo, Cairo, Egypt",Entry level,Full-time,Other,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328859057,https://eg.linkedin.com/jobs/view/bookkeeper-iii-remote-at-core-code-io-4328859057,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Student Marketeer - Sadat Academy,Red Bull,"Cairo, Cairo, Egypt",Not Applicable,Part-time,Marketing,Food and Beverage Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4058447290,https://eg.linkedin.com/jobs/view/student-marketeer-sadat-academy-at-red-bull-4058447290,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Supply Chain Business Partner,Cleopatra Hospitals Group,"Cairo, Egypt",Mid-Senior level,Full-time,Supply Chain,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345915991,https://eg.linkedin.com/jobs/view/supply-chain-business-partner-at-cleopatra-hospitals-group-4345915991,Bac+4,10 ans/years,General Search
2025-12-24,December,Trading Risk Managment Manager - Market Risk,Abu Dhabi Islamic Bank - Egypt,"Cairo, Egypt",Mid-Senior level,Full-time,Business Development,Banking,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346005358,https://eg.linkedin.com/jobs/view/trading-risk-managment-manager-market-risk-at-abu-dhabi-islamic-bank-egypt-4346005358,Bac+4,6 ans/years,General Search
2025-12-24,December,Documentation Officer,Midstar,"Cairo, Egypt",Associate,Full-time,Supply Chain and Other,"International Trade and Development, Specialty Trade Contractors, and Transportation, Logistics, Supply Chain and Storage",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346081115,https://eg.linkedin.com/jobs/view/documentation-officer-at-midstar-4346081115,Bac+5 / Master / Ingénieur,3 ans/years,General Search
2025-12-24,December,Customer Support Specialist,elmenus,"Cairo, Cairo, Egypt",Entry level,Full-time,Other,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346101806,https://eg.linkedin.com/jobs/view/customer-support-specialist-at-elmenus-4346101806,Bac+4,N/A,General Search
2025-12-24,December,Syndicated Loans Operations RM / SRM,Banque du Caire,"Cairo, Egypt",Associate,Full-time,Administrative and General Business,Banking,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346013533,https://eg.linkedin.com/jobs/view/syndicated-loans-operations-rm-srm-at-banque-du-caire-4346013533,Bac+8 / Doctorat,7 ans/years,General Search
2025-12-24,December,Collection Officer.,Mashreq,Egypt,Entry level,Full-time,Accounting/Auditing and Finance,Banking,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345995191,https://eg.linkedin.com/jobs/view/collection-officer-at-mashreq-4345995191,N/A,N/A,General Search
2025-12-24,December,Senior Relationship Manager - Large Corporate / Corporate and Institutional Banking,Emirates NBD,"Cairo, Egypt",Mid-Senior level,Full-time,"Sales, Analyst, and Business Development",Banking,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328828697,https://eg.linkedin.com/jobs/view/senior-relationship-manager-large-corporate-corporate-and-institutional-banking-at-emirates-nbd-4328828697,Certified,5 ans/years,General Search
2025-12-24,December,Medical Marketing Associate,Cleopatra Hospitals Group,"Cairo, Egypt",Entry level,Full-time,Marketing,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346071103,https://eg.linkedin.com/jobs/view/medical-marketing-associate-at-cleopatra-hospitals-group-4346071103,Bac+4,3 ans/years,General Search
2025-12-24,December,Office Manager,GB Corp,"Giza, Al Jizah, Egypt",Associate,Full-time,Administrative,Motor Vehicle Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346062305,https://eg.linkedin.com/jobs/view/office-manager-at-gb-corp-4346062305,Bac+5 / Master / Ingénieur,4 ans/years,General Search
2025-12-24,December,Taxation Specialist,Nawy,"Cairo, Cairo, Egypt",Mid-Senior level,Full-time,Finance,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346014093,https://eg.linkedin.com/jobs/view/taxation-specialist-at-nawy-4346014093,Bac+4,1 ans/years,General Search
2025-12-24,December,"Project officer, UNHCR livelihood - MoLD",Plan International Brasil,"Cairo, Cairo, Egypt",Entry level,Contract,Other,Non-profit Organizations,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328749502,https://eg.linkedin.com/jobs/view/project-officer-unhcr-livelihood-mold-at-plan-international-brasil-4328749502,Bac+5 / Master / Ingénieur,3 ans/years,General Search
2025-12-24,December,Recruiter III (Remote),Core Code io,"Cairo, Cairo, Egypt",Mid-Senior level,Full-time,Human Resources,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328799043,https://eg.linkedin.com/jobs/view/recruiter-iii-remote-at-core-code-io-4328799043,Bac+8 / Doctorat,N/A,General Search
2025-12-24,December,Sales (Fresh Graduates)- Eslsca University,dubizzle Egypt,"Cairo, Cairo, Egypt",Entry level,Full-time,Sales,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345954419,https://eg.linkedin.com/jobs/view/sales-fresh-graduates-eslsca-university-at-dubizzle-egypt-4345954419,Bac+5 / Master / Ingénieur,1 ans/years,General Search
2025-12-24,December,Senior Accountant,Floward,"New Cairo, Cairo, Egypt",Mid-Senior level,Full-time,Accounting/Auditing,Motor Vehicle Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328847496,https://eg.linkedin.com/jobs/view/senior-accountant-at-floward-4328847496,Bac+4,6 ans/years,General Search
2025-12-24,December,Graphic Designer,Cilantro,"Cairo, Cairo, Egypt",Entry level,Full-time,Other,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328955861,https://eg.linkedin.com/jobs/view/graphic-designer-at-cilantro-4328955861,Bac+8 / Doctorat,2 ans/years,General Search
2025-12-24,December,Marketing Associate,Minapharm Pharmaceuticals,"Cairo, Egypt",Associate,Full-time,Marketing and Sales,Pharmaceutical Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345907648,https://eg.linkedin.com/jobs/view/marketing-associate-at-minapharm-pharmaceuticals-4345907648,Bac+5 / Master / Ingénieur,20 ans/years,General Search
2025-12-24,December,Customer Service - Travel Vacancies - English,Concentrix,"Cairo, Cairo, Egypt",Entry level,Contract,Other,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4348182016,https://eg.linkedin.com/jobs/view/customer-service-travel-vacancies-english-at-concentrix-4348182016,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,General Accountant,FlairsTech,"Qesm El Maadi, Cairo, Egypt",Associate,Full-time,Accounting/Auditing,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328926866,https://eg.linkedin.com/jobs/view/general-accountant-at-flairstech-4328926866,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Materials Control Manager,MADKOUR,"Cairo, Egypt",Mid-Senior level,Full-time,"Engineering, Supply Chain, and Management","Construction, Utilities, and Electric Power Transmission, Control, and Distribution",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346083064,https://eg.linkedin.com/jobs/view/materials-control-manager-at-madkour-4346083064,Bac+5 / Master / Ingénieur,15 ans/years,General Search
2025-12-24,December,Customer Service - Travel Vacancy,Concentrix,"Cairo, Egypt",Entry level,Full-time,"Customer Service, Sales, and Other","IT Services and IT Consulting, Telecommunications, and Retail",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4339096818,https://eg.linkedin.com/jobs/view/customer-service-travel-vacancy-at-concentrix-4339096818,N/A,N/A,General Search
2025-12-24,December,Financial Controller - Hotels Sector,Premier Services and Recruitment,"Cairo, Egypt",Director,Contract,Finance,Hospitality and Hotels and Motels,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346003879,https://eg.linkedin.com/jobs/view/financial-controller-hotels-sector-at-premier-services-and-recruitment-4346003879,N/A,N/A,General Search
2025-12-24,December,Travel Consultant,Magnet,"Heliopolis, Cairo, Egypt",Associate,Full-time,"Administrative, Customer Service, and Sales",Travel Arrangements and Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346003778,https://eg.linkedin.com/jobs/view/travel-consultant-at-magnet-4346003778,Bac+4,3 ans/years,General Search
2025-12-24,December,Tender Specialist,SSC HR Solutions,"Cairo, Cairo, Egypt",Entry level,Full-time,Other,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345869681,https://eg.linkedin.com/jobs/view/tender-specialist-at-ssc-hr-solutions-4345869681,Bac+4,N/A,General Search
2025-12-24,December,Web Developer III (Remote),Core Code io,"Cairo, Cairo, Egypt",Entry level,Full-time,Other,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328768930,https://eg.linkedin.com/jobs/view/web-developer-iii-remote-at-core-code-io-4328768930,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Financial Analyst,TAQA Arabia,"Cairo, Cairo, Egypt",Entry level,Full-time,Finance and Sales,Oil and Gas,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345887650,https://eg.linkedin.com/jobs/view/financial-analyst-at-taqa-arabia-4345887650,Bac+8 / Doctorat,1 ans/years,General Search
2025-12-24,December,Site Engineer – Finishing & Decoration (B2C),Pallets Egypt,"Qesm El Maadi, Cairo, Egypt",Entry level,Full-time,Engineering and Information Technology,Furniture and Home Furnishings Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4329160563,https://eg.linkedin.com/jobs/view/site-engineer-%E2%80%93-finishing-decoration-b2c-at-pallets-egypt-4329160563,Bac+5 / Master / Ingénieur,0 ans/years,General Search
2025-12-24,December,Customer Support Representative (Sales & Admin Focus),CS Outsource,Egypt,Mid-Senior level,Full-time,Other,Outsourcing and Offshoring Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328974949,https://eg.linkedin.com/jobs/view/customer-support-representative-sales-admin-focus-at-cs-outsource-4328974949,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Financial Analyst,TAQA Water,"Cairo, Cairo, Egypt",Entry level,Full-time,Finance and Sales,Utilities,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328818498,https://eg.linkedin.com/jobs/view/financial-analyst-at-taqa-water-4328818498,Bac+8 / Doctorat,1 ans/years,General Search
2025-12-24,December,Learning And Development Specialist,MADKOUR,"Cairo, Egypt",Associate,Full-time,"Human Resources, Administrative, and Training","Professional Training and Coaching, Human Resources Services, and Engineering Services",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345976011,https://eg.linkedin.com/jobs/view/learning-and-development-specialist-at-madkour-4345976011,Bac+8 / Doctorat,3 ans/years,General Search
2025-12-24,December,Senior Procurement Engineer,ELSEWEDY ELECTRIC,"New Cairo, Cairo, Egypt",Associate,Full-time,"Supply Chain, Engineering, and Purchasing","Construction, Civil Engineering, and Real Estate",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345886329,https://eg.linkedin.com/jobs/view/senior-procurement-engineer-at-elsewedy-electric-4345886329,Bac+5 / Master / Ingénieur,4 ans/years,General Search
2025-12-24,December,Regulatory Payment Specialist,EBANX,"Cairo, Cairo, Egypt",Entry level,Full-time,Accounting/Auditing and Finance,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346044334,https://eg.linkedin.com/jobs/view/regulatory-payment-specialist-at-ebanx-4346044334,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Project Manager,Raya CX,"6th of October, Cairo, Egypt",Mid-Senior level,Full-time,Project Management and Information Technology,Outsourcing and Offshoring Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345951945,https://eg.linkedin.com/jobs/view/project-manager-at-raya-cx-4345951945,Bac+4,1 ans/years,General Search
2025-12-24,December,Content Creator,Remood,"Cairo, Egypt",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing","Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328960608,https://eg.linkedin.com/jobs/view/content-creator-at-remood-4328960608,Bac+5 / Master / Ingénieur,3 ans/years,General Search
2025-12-24,December,Internal Compliance Manager,Larz Developments,"New Cairo, Cairo, Egypt",Mid-Senior level,Full-time,Legal,Real Estate,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4329200591,https://eg.linkedin.com/jobs/view/internal-compliance-manager-at-larz-developments-4329200591,N/A,8 ans/years,General Search
2025-12-24,December,Project Senior Engineer,ELSEWEDY ELECTRIC,Egypt,Mid-Senior level,Full-time,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346004719,https://eg.linkedin.com/jobs/view/project-senior-engineer-at-elsewedy-electric-4346004719,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Cashier-Cage,Marriott International,"Cairo, Cairo, Egypt",Entry level,Full-time,Other,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4327110822,https://eg.linkedin.com/jobs/view/cashier-cage-at-marriott-international-4327110822,Bac+3 / Licence,N/A,General Search
2025-12-24,December,Call Center Agent,Grifols Egypt for Plasma Derivatives (GEPD),"6th of October, Cairo, Egypt",Not Applicable,Full-time,Other,Pharmaceutical Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346028383,https://eg.linkedin.com/jobs/view/call-center-agent-at-grifols-egypt-for-plasma-derivatives-gepd-4346028383,Bac+4,2 ans/years,General Search
2025-12-24,December,Scrum Master,EVA pharma,"Cairo, Cairo, Egypt",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4344715289,https://eg.linkedin.com/jobs/view/scrum-master-at-eva-pharma-4344715289,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Business Analyst,PSA BDP,"Cairo, Cairo, Egypt",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Transportation, Logistics, Supply Chain and Storage",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4259312038,https://eg.linkedin.com/jobs/view/business-analyst-at-psa-bdp-4259312038,Bac+4,5 ans/years,General Search
2025-12-24,December,Customer Service - Telecommunication Vacancies - English,Concentrix,"Giza, Cairo, Egypt",Entry level,Contract,Other,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4348212137,https://eg.linkedin.com/jobs/view/customer-service-telecommunication-vacancies-english-at-concentrix-4348212137,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Compliance / KYC Analyst - Egypt,nsave,"Cairo, Cairo, Egypt",Entry level,Full-time,Other,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328992387,https://eg.linkedin.com/jobs/view/compliance-kyc-analyst-egypt-at-nsave-4328992387,N/A,N/A,General Search
2025-12-24,December,Talent Acquisition Specialist,United for Aviation Technology Services,"Cairo, Egypt",Mid-Senior level,Full-time,Human Resources and Engineering,Business Consulting and Services and Design Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345896287,https://eg.linkedin.com/jobs/view/talent-acquisition-specialist-at-united-for-aviation-technology-services-4345896287,Bac+5 / Master / Ingénieur,5 ans/years,General Search
2025-12-24,December,Public sector/Government Account Manager,Valleysoft | Center of Excellence,"Cairo, Cairo, Egypt",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346014085,https://eg.linkedin.com/jobs/view/public-sector-government-account-manager-at-valleysoft-center-of-excellence-4346014085,Bac+5 / Master / Ingénieur,7 ans/years,General Search
2025-12-24,December,Technical Office Engineer Signalling,Hitachi Rail,"Cairo, Cairo, Egypt",Not Applicable,Full-time,Engineering and Information Technology,Rail Transportation,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4205483190,https://eg.linkedin.com/jobs/view/technical-office-engineer-signalling-at-hitachi-rail-4205483190,Bac+5 / Master / Ingénieur,2 ans/years,General Search
2025-12-24,December,Excellence & Governance Manager,Soar,"Cairo, Cairo, Egypt",Director,Full-time,Project Management and Information Technology,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328868148,https://eg.linkedin.com/jobs/view/excellence-governance-manager-at-soar-4328868148,Bac+5 / Master / Ingénieur,5 ans/years,General Search
2025-12-24,December,Supplier Quality Engineer,Ariat International,"Cairo, Egypt",Mid-Senior level,Full-time,"Quality Assurance, Supply Chain, and Engineering","Retail Apparel and Fashion, International Trade and Development, and Apparel Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4319136955,https://eg.linkedin.com/jobs/view/supplier-quality-engineer-at-ariat-international-4319136955,Bac+5 / Master / Ingénieur,10 ans/years,General Search
2025-12-24,December,Customer Service - Medical Vacancies - English & Multilingual,Concentrix,"Cairo, Cairo, Egypt",Entry level,Contract,Other,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4348162169,https://eg.linkedin.com/jobs/view/customer-service-medical-vacancies-english-multilingual-at-concentrix-4348162169,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-24,December,Dyehouse Supervisor,Coats,"10th of Ramadan, Sharkia, Egypt",Associate,Full-time,Manufacturing and Quality Assurance,Textile Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328917363,https://eg.linkedin.com/jobs/view/dyehouse-supervisor-at-coats-4328917363,Bac+8 / Doctorat,250 ans/years,General Search
2025-12-24,December,Front End Developer III (Remote),Core Code io,"Cairo, Cairo, Egypt",Entry level,Full-time,Other,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328718977,https://eg.linkedin.com/jobs/view/front-end-developer-iii-remote-at-core-code-io-4328718977,Bac+5 / Master / Ingénieur,3 ans/years,General Search
2025-12-24,December,Project Planning Engineer,MEVAC for Vaccines,"Sharkia, Egypt",Entry level,Full-time,Other,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4329040296,https://eg.linkedin.com/jobs/view/project-planning-engineer-at-mevac-for-vaccines-4329040296,Bac+5 / Master / Ingénieur,3 ans/years,General Search
2025-12-24,December,QC Inspector,"Medline Industries, LP","Cairo, Egypt",Associate,Contract,Quality Assurance,Medical Equipment Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4319337854,https://eg.linkedin.com/jobs/view/qc-inspector-at-medline-industries-lp-4319337854,Bac+5 / Master / Ingénieur,1 ans/years,General Search
2025-12-24,December,English Recruiter (Mass Hiring),TP,"Qesm El Maadi, Cairo, Egypt",Mid-Senior level,Full-time,Sales,Outsourcing and Offshoring Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345887150,https://eg.linkedin.com/jobs/view/english-recruiter-mass-hiring-at-tp-4345887150,Bac+5 / Master / Ingénieur,2 ans/years,General Search
