Date,Title,Company,Location,Description,Seniority,Employment Type,Job Functions,Industries,API Link,Original Link,Niveau Étude,Experience,Keyword
2025-12-15,"Graduate, Trainee Credit",Stanbic Bank Tanzania,"Maseru, Maseru District, Lesotho","Job Description
To perform and deliver various Credit Risk activities across the different aspects of the life-cycle of Credit Risk Management, including originations, account management, collections and payments for a dedicated Portfolio. This is essential in order to contribute to manage risk, achieve targets and align to best practices. Conduct in-depth analysis to ensure that the Portfolio's products and services adhere to all relevant legislation and regulations.
Actioning all identified credit controls events and defaults in order to reduce the roll rate of non performing loans into lock up portfolio.
Perform detailed analysis and monitoring of the effectiveness of the strategies across the Credit Risk Management value chain, with the objective of improving existing Portfolio performance and increasing profitability.
Implement system changes with specific focus on testing in order to optimise profitability of the Portfolio.
Design solutions to business challenges with input and support from various stakeholders in order to obtain approval from the relevant forum / committee.
Develop a thorough understanding of the root cause of a specific problem in order to develop the appropriate solution through data mining, past experience, interactions with subject matter experts and conducting research.
Continually review recent portfolio performance from month and quarterly monitoring to identify areas of improvement and make recommendations.
Attend monthly monitoring meetings to understand the impact of any movements on the execution of the Credit Risk Management strategy.
Create reports by accessing relevant Portfolio data systems that produce portfolio insights and business intelligence to support business strategy across the credit life cycle.
Develop an in-depth understanding and knowledge of available data, ensuring the data is fit for use from a quality perspective and is effectively managed. Bring business context and knowledge
Qualifications
Qualification
BSc in Computer Science, Software Engineering, and Information Systems.
BSc in Statistics, Data Science, and Computer & Statistics.
BSc in Mathematics and Computer Science.
Knowledge
The ability to build, analyze and interpret quantitative models to determine potential risk exposure.
Demonstrates knowledge and understanding of risk management methodologies, tools, governance structures and regulatory requirements for good management of risk.
The ability to analyze call volumes and call routing in order to determine workforce deployment and flow of calls.
The ability to facilitate the creation and adoption of an appropriate risk response strategy and to assign ownership for the risk response.
The ability to prepare quantitative and qualitative analysis on the risk landscape in the business including interpretation and analysis for use by business users.
The examination of the essential elements of risk such as; assets, threats, vulnerabilities, safeguards, consequences and the likelihood of the threats materializing.
Additional Information
Behavioural Competencies
Articulating Information
Checking Things
Examining Information
Following Procedures
Interacting with People
Interpreting Data
Meeting Timescales
Producing Output
Providing Insights
Team Working
Thinking Positively
Understanding People
Technical Competencies
Automation: Ability to design and implement automated reporting solutions.
Technology: Familiarity with banking systems, databases, and digital transformation tools.
Data Analytics: Strong analytical skills with proficiency in Excel, SQL, Python, R, or Power BI.
Problem-Solving: Ability to identify inefficiencies and propose technology-driven solutions.
Communication: Clear presentation of complex data insights to non-technical stakeholders.
Adaptability: Willingness to learn and apply new tools in a fast-paced banking environment.",Internship,Full-time,Finance and Sales,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4327601720,https://ls.linkedin.com/jobs/view/graduate-trainee-credit-at-stanbic-bank-tanzania-4327601720,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-15,Logistics Supervisor,Restonic Mattresses | South Africa,"Windhoek, Khomas, Namibia","The purpose of the
Logistics Supervisor
role is to ensure the effective coordination, supervision, and control of all logistics, dispatch, and fleet operations to support the business’s operational objectives. The role is responsible for overseeing transport activities, ensuring compliance with road traffic and health & safety legislation, monitoring fleet performance and costs, maintaining accurate records, and leading drivers and logistics staff to achieve high standards of efficiency, safety, and service delivery.",Mid-Senior level,Full-time,Management and Manufacturing,Furniture and Home Furnishings Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343654033,https://na.linkedin.com/jobs/view/logistics-supervisor-at-restonic-mattresses-south-africa-4343654033,N/A,N/A,General Search
2025-12-15,Remote Recruiter (Freelance),The Construction Index Ltd,"Nairobi, Nairobi County, Kenya","Salary: US$3000 - US$11000 per month
Type: Freelance
Region: International
Town/City: Nairobi
Posted: 12/12/2025
Reference: RECX002_1765570328
Job Description
Remote Recruiter - No Experience Needed
Location: Remote (Worldwide)Type: Freelance / Flexible / Platform Access
Overview:RecXchange is a global platform for people who want to work as recruiters, earn from real roles, and collaborate with others around the world.You can be experienced or completely new - the system supports all levels.
You work when you want.No boss. No contract. No limits.
What You Do:* Find or upload good candidates* Choose real roles inside the platform* Use our AI tools to match candidates quickly* Work alone or collaborate with other recruiters* Earn $3,000-$11,000 when your candidate gets hired
What You Get:* Free account to start* Simple ATS + CRM tools* Access to 270M+ candidate profiles* Real client roles (RecX Direct)* Roles shared by recruiters (Xchange Engine)* Global recruiter community for support* Upgrades available when you want more access
Perfect For:People who want to work as recruiters, earn from placements, and have full freedom over their time and workflow.
Apply for this job",Entry level,Contract,Human Resources,Broadcast Media Production and Distribution,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343744115,https://ke.linkedin.com/jobs/view/remote-recruiter-freelance-at-the-construction-index-ltd-4343744115,N/A,N/A,General Search
2025-12-15,GRADUATE TRAINEE - HR ASSISTANT,TotalEnergies,"Dar es-Salaam, Dar es Salaam, Tanzania","Contexte et environnement
Operates in a dynamic and challenging environment where meeting staff expectations can be difficult due to an ever-changing economic climate.
Requires frequent interaction with external agencies and regulatory bodies, including immigration authorities for expatriate staff compliance.
Involves working under pressure with strict deadlines and multiple priorities, demanding strong organizational and time-management skills.
Activités
Maintain accurate employee records (hard and soft copies), including contracts, job descriptions, policies, MOUs, hosting correspondence, and other personnel files.
Conduct routine audits of staff files to ensure completeness, currency, and compliance with internal audit guides.
Manage document control, including versioning, secure storage, and retention schedules, while ensuring data privacy and confidentiality.
Prepare HR correspondence, track approvals using digital tools, and organize HR filing systems and registers.
Provide administrative support throughout recruitment, including scheduling, documentation control, candidate logistics, and reporting.
Review new-hire documentation for completeness and compliance with audit requirements.
Coordinate onboarding logistics such as workstation readiness, IT access, and induction packs to ensure a smooth transition for new hires.
Conduct and coordinate initial orientation sessions, ensuring policy acknowledgment and compliance.
Respond to employee inquiries regarding HR policies, rules, and procedures with professionalism and discretion.
Support preparations for disciplinary and grievance hearings, including documentation, scheduling, and minute-taking.
Coordinate employee wellness initiatives and staff engagement activities, tracking participation and outcomes.
Organize HR projects such as meetings, workshops, and surveys, and accurately record minutes and action points.
Administer training and development programs, liaise with external training bodies, and manage training logistics and records.
Assist in payroll preparation by organizing and validating necessary inputs such as new hires, changes, overtime, and deductions.
Support benefits administration, including medical insurance updates, group life assurance, staff lists, and age-band tracking, ensuring timely communication with employees and providers.
Coordinate with service providers and external bodies such as TRA, WCF, PSSSF, NSSF, Immigration, and other regulators on submissions and compliance documentation.
Support expatriate-related administration under supervision, including work and residence permits and semi-annual or annual returns.
Track compliance calendars for statutory filings, renewals, and audits, and escalate risks proactively.
Maintain HRIS data accuracy for employee movements, leave, training, and disciplinary records, reconciling discrepancies with source documents.
Produce monthly HR dashboards and reports, including headcount, movements, leave, training, and welfare metrics for management review.
Provide administrative support for medical supplies, office supplies, and vendor/service coordination relevant to HR operations.
Manage HR-specific inventories such as induction kits, ID cards, and training materials, ensuring timely replenishment.
Uphold professional ethics, confidentiality, and quality standards in all assignments.
Support graduate trainee programs and internships, including placement logistics, evaluations, and reporting.
Profil du candidat
Bachelor’s Degree in Human Resources Management (BHRM), Public Administration, Industrial Relations, or a related field.
Strong written and verbal communication skills.
Eligible to work in the United Republic of Tanzania
Sound understanding of HR principles and Tanzania Labor law.
Excellent organizational and time-management abilities.
Basic knowledge of labor laws and HR best practices.
Computer literacy, including Microsoft Office, with emphasis on MS Word, MS Excel & Power Point.
Good interpersonal and listening skills with a customer-service orientation.
Strong analytical and problem-solving skills.
Prior working knowledge of any HRMIS will be an asset.
High integrity, attention to detail, and ability to work independently.
Informations supplémentaires
TotalEnergies valorise la diversité, promeut le développement individuel et offre des opportunités d'emploi égales à tous les candidats.",Internship,Full-time,Human Resources,Oil and Gas,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343664205,https://tz.linkedin.com/jobs/view/graduate-trainee-hr-assistant-at-totalenergies-4343664205,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-15,Permanent Part-timer - Springfield,adidas,"Durban, KwaZulu-Natal, South Africa","Purpose & Overall Relevance For The Organization
Assist management in day-to-day store maintenance while providing excellent service and observing and maintaining all store policies and procedures.
Key Responsibilities
Ensures the highest level of adidas service is given to each customer.
As needed, completes any regular sales transactions involving cash, credit, checks, etc.
Involved indirectly with ticketing of products as well as checking paperwork against items received.
Assists in product flow from stockroom to sales floor on a fill-in basis.
Assists in the development of displays of merchandise or follow suggestions or schedules provided by the store management team.
Attain proficiency with the point-of-sale system by acquiring system utilization skills. Ensure integrity is maintained through attention to policy and procedure.
Uses selling techniques such as add on sales and describing technical information to customers to enhance salesmanship and reach store and position sales goals.
Greets customers in the store and assists them in finding the right product. Occasionally, serves primarily as a Greeter at the front door during busy workdays.
Maintaining general housekeeping standards (Including cleaning of the store)
Safekeeping of Company assets
Loss prevention, monitoring sales floor and reporting any suspicious activity and follow security procedures/ SLAP.
Ensure they take part in in-store training or digital training provided by the company (Atticus/AREA) to ensure they have product knowledge and role best practice.
Familiarize themselves with Power BI tools to have more understanding of store performance, best sellers / blackhole product.
Knowledge, Skills And Abilities
An absolute passion for retail & customer service
Ability to use your initiative
Clear and upbeat communication skills
Flexibility- you can help during the week, during evenings and weekends too
Previous fashion retail experience will be highly regarded but is not essential
Adaptability, being able to handle various tasks and adapt to changing circumstances/situations
Role
TO BE SUCCESSFUL IN THIS ROLE YOU WILL HAVE:
The passion to work within a team to deliver great results.
Ability to perform in a fast-paced, high volume retail environment.
Enthusiasm.
A love for fashion and great confidence to style your customer with any look they want to create!
Requisite Education And Experience
Matric certificate
0 - 1 years of retail experience
adidas celebrates diversity, supports inclusiveness and encourages individual expression in our workplace. We do not tolerate the harassment or discrimination toward any of our applicants or employees. We are an equal opportunity employer.",Not Applicable,Full-time,Other,"Manufacturing, Retail, and Sporting Goods Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4349942870,https://za.linkedin.com/jobs/view/permanent-part-timer-springfield-at-adidas-4349942870,Certified,0 ans/years,General Search
2025-12-15,LOCAL POSITION,CIFOR-ICRAF,"Nairobi, Nairobi County, Kenya","To provide support to the Senior Training Officers in the coordination of AWARD’s planned virtual and in person courses, ensuring the smooth planning, delivery and follow-up of high-quality training activities, with a focus on anglophone participants and specific deliverables.
Duties and responsibilities
AWARD Training Activities Coordination
Seamlessly coordinate AWARD training activities for its fellowship programs and partner institutions in fulfilment of AWARD’s mandate by undertaking the following:
Timely planning, scheduling, and execution of courses as per the AWARD workplan.
Course materials are prepared according to AWARD’s training standards.
Training venue requirements outlined and shared with operations and other relevant units.
Effectively communicate with participants regarding course schedules, course requirements, pre-course activities, deadlines and monitor progress.
Administer course assessments, monitor progress and generate reports.
Provide support during actual delivery by ensuring training tools and equipment available and in working condition and; trainers and participants’ needs are addressed.
Maintain accurate records of training attendance, completion, training and evaluation reports.
Attend inter-unit meetings supporting training deliveries.
Curriculum And Content Development
Actively participate in planning and design of curriculum for in person and virtual AWARD courses by undertaking the following: -
Together with subject matter experts, participate in the design, development, reviews and updates of the AWARD courses curriculum and content.
Ensure course content accuracy, relevance, and alignment with AWARD training standards.
Format and edit learning materials such as pre-course activities, workbooks, handouts, and related learning aids for consistency, clarity and adherence to AWARD training standards.
Enhance learning by sourcing for relevant interactive learning tools, and digital resources.
Assist in evaluating the effectiveness of curriculum through learner feedback and performance data.
Analyze course feedback and evaluations, provide feedback/reports to training partners, and to AWARD.
Monitor emerging trends in, instructional design, and learning technology for AWARD target audience.
Trainers And Resource Persons Management
Manage the contracts and terms of reference of AWARD Trainers and other resource persons in compliance with ICRAF and AWARD guidelines by undertaking the following: -
Support the recruitment and onboarding of trainers and other resource persons.
Maintain and update trainer’s database, areas of expertise e and qualifications matrix.
Actively participate in the allocation of trainers to various training activities as per AWARD’s workplan.
Help prepare training budgets related to trainers’ engagement, and training materials and tools.
Assist in drafting, reviewing, and processing trainer contracts, service agreements, and TORs.
Ensure all trainer contracts are signed and filed in the designated folders.
Track contract timelines, expiration dates, and renewals of training service providers.
Ensure compliance with HR, procurement, or donor-related requirements.
Maintain records of trainer payments and provide the Finance Unit with relevant documentation to facilitate payment processing.
Ensure that trainers receive training briefs, programs, training materials, travel and logistical support.
Attend and provide feedback during training post sessions debrief with the trainers.
Knowledge Management
Manage the knowledge management of the AWARD training courses content, resources, tools and Learning Community Portal by undertaking the following: -
Ensure learning resources such as workbooks, slides, handouts, reports (training and evaluation), learning aids are filed and easily accessible.
Gather reports, analyze participants and facilitators feedback and share with relevant units
Assist in collecting, organizing, and categorizing training materials and reports.
Support the development and maintenance of vibrant learning resources repositories to serve AWARD training courses
Ensure consistency, quality, and accuracy of information stored in knowledge systems.
Support communication units activities by sharing relevant information for dissemination to stakeholders.
Provide support to staff in accessing or retrieving training related materials.
Assist with analyzing learning portal usage and identifying gaps or improvement areas.
Pre-course And Post Training Follow Up
Support to develop, administer and follow up pre and post training activities to participants by undertaking the following: -
Customize existing pre-course activities
Communicate pre-course activities and requirements to participants
Administer assessment tests
Generate reports
Disseminate the reports/feedback
Follow up on participants post training requirements/expected outputs.
Liaison Person With AWARD Stakeholders
Maintain cordial working relationships with partner institutions, development partners and other related stakeholders to ensure seamless delivery of AWARD courses by doing the following tasks:-
Assist in facilitating communication between training partners, participants and AWARD.
Schedule and document meetings with stakeholders.
Follow up on action items, requests from participants, trainers and related stakeholders.
Maintain a contact database of key stakeholders and partners.
Prepare formal congratulatory messages to AWARD training alumni and stakeholders for key milestones as and when necessary.
Follow up on disputes or complaints from participants and trainers and; have them addressed by the relevant units/office
Requirements
Master’s degree in education, adult education or training and development and/or related fields
At least 5 years of progressive experience in capacity development, managing training programs, preferably in an international or regional organization.
Knowledge of, and some experience with, Virtual Learning Platforms and Content Management.
Knowledge and/or experience of managing e-learning resources.
Demonstrated experience in curriculum design and content development
Education, knowledge and experience
Master’s degree in education, adult education or training and development and/or related fields
At least 5 years of progressive experience in capacity development, managing training programs, preferably in an international or regional organization.
Knowledge of, and some experience with, Virtual Learning Platforms and Content Management.
Knowledge and/or experience of managing e-learning resources.
Demonstrated experience in curriculum design and content development
Terms and conditions
This is a Locally Recruited Staff (LRS) position. ICRAF offers competitive remuneration in local currency, and commensurate with skills and experience.
The appointment will be for a period of 1 year, inclusive of a 3 -month probationary period, with the possibility of extension contingent upon performance, continued relevance of the position and available resources.
The duty station will be in Nairobi, Kenya.
Application process
The application deadline is
31 Dec 2025
We will acknowledge all applications, but will contact only short-listed candidates.",Not Applicable,Full-time,Other,Research Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343734058,https://ke.linkedin.com/jobs/view/local-position-at-cifor-icraf-4343734058,Bac+8 / Doctorat,5 ans/years,General Search
2025-12-15,Human Resources Administrative Assistant,Power Governors Limited,"Nairobi, Nairobi County, Kenya","JOB TITLE: HR & ADMINISTRATION ASSISTANT OFFICER
Job Title:
Human Resource Administrative Assistant
Grade:
Department:
Human Resources and Admin
Work station:
Head Office
Reports to:
HR & Administration Manager
Direct reports:
None
Purpose of the Job
Responsible for handling essential day-to-day tasks that support the Human Resources and Administrative department by assisting in the implementation and maintenance of HR policies, procedures, and programs and managing routine administrative functions to ensure an organized and well-functioning workplace environment that ensures efficient business operations.
i.
Operational Responsibilities
a)   Assist in scheduling interviews and liaising with candidates.
b)   Prepare onboarding materials and facilitate orientation for new hires.
c)   Update HR databases and personnel records.
d)   Handle document filing (contracts, leave forms, performance reports).
e)   Collect and verify attendance and leave records.
f)     Assist in addressing payroll or benefits-related inquiries.
g)   Assist in organizing employee engagement activities.
h)   Help address minor employee concerns and escalate complex issues when necessary.
i)     Organize training sessions and workshops.
j)     Maintain training records and compile feedback.
k)    Manage office supplies, equipment maintenance, and vendor coordination.
l)     Schedule meetings, manage calendars, and handle correspondence.
m) Support audits by preparing required documentation.
n)   Ensure proper documentation of compliance-related processes.
o)   Collect and compile HR data for reporting purposes.
p)   Assist in generating reports on recruitment, attendance, or employee satisfaction.
q)   Generating invoices and follow up with the accounts department for guidance
r)     Data entry of telematics into the accounting software
ii.        Perform any other duties as may be assigned from time to time
Key Result Areas:
The jobholder’s accountability areas are outlined as follows:
Seamless hiring and onboarding process
Accurate and up-to-date employee information.
Timely and accurate payroll processing.
Foster a positive work environment and support conflict resolution.
Facilitate learning opportunities and track employee progress.
Efficient day-to-day office operations.
Maintain organizational compliance with legal and policy requirements
Provide accurate information for decision-making.
Well-maintained and efficient office environment.
Smooth internal communication and coordination.
Knowledge and Skills Required:
Diploma in Human Resource Management or related field
Professional HR certification (CHRP) – An added advantage
Computer literacy in MS Office.
At least 2 years’ experience post qualification in a medium or large company in a human resource role.
Ability to multi-task and deal with diverse responsibilities.
Excellent interpersonal skills
Analytical, communication, and writing skills
Problem-solving and creative work approach
Excellent leadership skills with the ability to motivate others.
Excellent management and team coordination skills
To apply, send CV to careers@powergovernors.co.ke by 19th December 2025",Entry level,Full-time,Human Resources,Automotive,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350080639,https://ke.linkedin.com/jobs/view/human-resources-administrative-assistant-at-power-governors-limited-4350080639,Bac+8 / Doctorat,2 ans/years,General Search
2025-12-15,Permanent Part-timer - Springfield,adidas,"Durban, KwaZulu-Natal, South Africa","Purpose & Overall Relevance For The Organization
Assist management in day-to-day store maintenance while providing excellent service and observing and maintaining all store policies and procedures.
Key Responsibilities
Ensures the highest level of adidas service is given to each customer.
As needed, completes any regular sales transactions involving cash, credit, checks, etc.
Involved indirectly with ticketing of products as well as checking paperwork against items received.
Assists in product flow from stockroom to sales floor on a fill-in basis.
Assists in the development of displays of merchandise or follow suggestions or schedules provided by the store management team.
Attain proficiency with the point-of-sale system by acquiring system utilization skills. Ensure integrity is maintained through attention to policy and procedure.
Uses selling techniques such as add on sales and describing technical information to customers to enhance salesmanship and reach store and position sales goals.
Greets customers in the store and assists them in finding the right product. Occasionally, serves primarily as a Greeter at the front door during busy workdays.
Maintaining general housekeeping standards (Including cleaning of the store)
Safekeeping of Company assets
Loss prevention, monitoring sales floor and reporting any suspicious activity and follow security procedures/ SLAP.
Ensure they take part in in-store training or digital training provided by the company (Atticus/AREA) to ensure they have product knowledge and role best practice.
Familiarize themselves with Power BI tools to have more understanding of store performance, best sellers / blackhole product.
Knowledge, Skills And Abilities
An absolute passion for retail & customer service
Ability to use your initiative
Clear and upbeat communication skills
Flexibility- you can help during the week, during evenings and weekends too
Previous fashion retail experience will be highly regarded but is not essential
Adaptability, being able to handle various tasks and adapt to changing circumstances/situations
Role
TO BE SUCCESSFUL IN THIS ROLE YOU WILL HAVE:
The passion to work within a team to deliver great results.
Ability to perform in a fast-paced, high volume retail environment.
Enthusiasm.
A love for fashion and great confidence to style your customer with any look they want to create!
Requisite Education And Experience
Matric certificate
0 - 1 years of retail experience
adidas celebrates diversity, supports inclusiveness and encourages individual expression in our workplace. We do not tolerate the harassment or discrimination toward any of our applicants or employees. We are an equal opportunity employer.",Not Applicable,Full-time,Other,"Manufacturing, Retail, and Sporting Goods Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350010970,https://za.linkedin.com/jobs/view/permanent-part-timer-springfield-at-adidas-4350010970,Certified,0 ans/years,General Search
2025-12-15,Human Resource Officer,Thorburn Security Solutions (Pty) Ltd,"Midrand, Gauteng, South Africa","Ready to make an impact in HR? We’re looking for a dynamic Human Resource Officer to join our team at Midrand Head Office. In this role, you’ll be at the heart of delivering exceptional HR and IR services, driving compliance, and shaping recruitment and talent strategies that make a real difference.
As a leading African Integrated Workplace Management Solutions Provider, Tsebo Solutions Group offers clients
reduced costs, risk and complexities
together with
increased quality, efficiency and productivity
. We specialise in
Catering
,
Facilities Management
,
Cleaning and Hygiene
,
Pest Control
,
Protection
,
Energy
,
Procurement
,
Workspace Design
,
Engineering, Remote Camps
, and more.
Developing our people
– the heart of Tsebo – is the foundation of our purpose. The result is a knowledgeable workforce that is in touch with every nuance of our clients’ needs.
DOWNLOAD OUR ONE-PAGER
to find out more about who we are in a nutshell.",Associate,Full-time,Human Resources,Security and Investigations,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343733786,https://za.linkedin.com/jobs/view/human-resource-officer-at-thorburn-security-solutions-pty-ltd-4343733786,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-15,Financial Assistant (V000021) (Re-Advertised),North-West University / Noordwes-Universiteit,"Vanderbijlpark, Gauteng, South Africa","Position Summary
Industry:
Education & Training
Job category:
Education and Training
Location:
Vanderbijlpark
Contract:
Permanent
Remuneration:
The annual total remuneration package will be commensurate with the level of appointment as advertised and in line with the NWU policy guidelines.
About Our Company
NWU
Introduction
NORTH-WEST UNIVERSITY (VANDERBIJLPARK CAMPUS) DIVISION: FINANCE AND FACILITIES – STUDENT FINANCES AND FINANCIAL RELATED SYSTEMS POSITION NUMBER: V000021 VACANCY: FINANCIAL ASSISTANT PEROMNES GRADE: P13 EMPLOYMENT TYPE: PERMANENT APPOINTMENT
Job Description
PURPOSE OF THE POSITION
Providing assistant with all Student Account Enquiries and Administration at Vanderbijlpark Campus.
Key Responsibilities
Student Account Enquiries
Attended back-office enquiries as submitted by helpdesk within 24 hours.
Assist students with creation of quotations.
Attend to all CRM tickets allocated to back office.
Adherence to POPIA in all instances.
Knowledge and application of financial rules.
Presented professional and in a friendly manner.
Student Account Administration
Processed manual transactions on requests.
Ensured supporting documentation are stored/uploaded.
Reconciled cancellations within 10 working days.
Performed account audits.
Processing of Credit Refunds
Received and controlled all credit refund requests as level 1 approver.
Approved requests in line with the financial rules within 24 hours.
Information requested within the rules of POPIA (only necessary).
Review, communicate and clear credit balances on unregistered student accounts.
Receipting and Banking
Receipted cash, card and EFT payments.
Performa banking daily.
Report on faulty credit card machines and equipment.
Custodian of manual receipt books. Provide training.
Managed float daily and balanced the float bi-weekly.
Promote new payment portal and provide support.
Provided excellent customer service daily.
OHS
Compliance with OHS audits, schedules, evacuation drills etc.
Ad Hoc
Assist with all reasonable and ad hoc tasks that might surface in the line of duty in the Student Accounts & Bursary Department.
Minimum Requirements
Grade 12 (NQF Level 4) with accounting as subject.
A minimum of two (2) years’ experience in financial processing.
Added Advantages
A minimum of one (1) year experience within a tertiary education environment.
A minimum of one (1) year experience in student information system knowledge.
Key Functional/ Technical Competencies
Good communication skill – speaking and writing.
Problem solving skills.
Computer literate in MS Office.
Punctual.
Accuracy and attention to detail.
BEHAVIOURAL COMPETENCIES
Client Service Orientated.
Ability to function in a diverse team and independently.
Time management and ability to work under pressure.
Remuneration
The annual total remuneration package will be commensurate with the level of appointment as advertised and in line with the NWU policy guidelines.
ENQUIRIES REGARDING JOB CONTENT MAY BE DIRECTED TO:
Lindy Malape at Lindie.malape@nwu.ac.za
ENQUIRIES REGARDING RECRUITMENT PROCESS MAY BE DIRECTED TO:
Moratuwa Motsemme on 018 299 4958
CLOSING DATE:
4 December 2025
PLANNED COMMENCEMENT OF DUTIES:
As soon as possible
Kindly take note: applications must be submitted online through the official nwu vacancy website. Incomplete applications and those submitted through any other platform will not be considered.
The University subscribes to and applies the principles of Employment Equity (EE) Act and is committed to transformation. Preference will be given to candidates from the designated groups, in accordance with the principles of the EE Act and NWU Employment Equity Plan.
The University reserves the right not to make an appointment. Communication will be limited to shortlisted candidates only.
If you are not contacted within two months from the closing date of this advertisement, please accept that your application was unsuccessful.
It all starts here ®",Entry level,Full-time,Finance and Sales,Higher Education,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4327860254,https://za.linkedin.com/jobs/view/financial-assistant-v000021-re-advertised-at-north-west-university-noordwes-universiteit-4327860254,Bac+2 / BTS / DUT,N/A,General Search
2025-12-15,Community Manager,Wadi Degla Developments,"Cairo, Egypt","Are you passionate about creating vibrant and well-managed residential communities? Do you thrive in a customer-centric role where you can make a meaningful impact on residents’ experiences?
Wadi Degla Developments
is looking for a
Community Manager
to oversee and enhance the residential community experience at our
Cairo
projects.
Job Purpose:
As a
Community Manager
, you will be responsible for managing post-handover client relations, ensuring smooth operations, handling customer inquiries, and fostering a strong sense of community within the residential project. You will lead a dedicated team to maintain high service standards, enhance customer satisfaction, and ensure the community operates efficiently and profitably.
Key Responsibilities:
Resident & Community Engagement:
Act as the main point of contact for homeowners and residents, addressing their needs, inquiries, and concerns.
Ensure timely handling of all customer service requests, inquiries, and complaints while maintaining service quality standards.
Foster a strong sense of community by organizing events, giveaways, and resident engagement activities.
Community Operations & Facility Management:
Oversee the daily operations of the project, ensuring service quality, adherence to community regulations, and compliance with established KPIs.
Conduct regular site inspections to monitor the community’s aesthetics, safety, and overall experience, ensuring all maintenance and enhancement needs are identified and addressed.
Manage the rules, policies, and procedures related to community operations, property modifications, and resident violations.
Supervise the access control system and security protocols to ensure a safe and well-maintained community.
Revenue & Financial Management:
Handle and ensure the collection of maintenance fees, utilities, private garden upkeep fees, and other service charges.
Monitor and manage any outstanding fees, taking necessary actions to ensure timely payments.
Collaboration & Coordination:
Work closely with cross-functional teams (facilities management, security, legal, finance, customer service, and marketing) to address resident concerns and enhance community standards.
Coordinate with the legal team regarding resident disputes, compliance issues, and policy enforcement.
Enhancing the Community Experience:
Oversee community upgrades and enhancements, including landscaping, signage, infrastructure maintenance, and resident-requested modifications.
Ensure all community guidelines align with the project’s design standards and resident expectations.
Maintain and regularly update resident databases and community records on the system.
Requirements:
Education:
Bachelor’s degree in Business Administration, Hospitality, Real Estate Management, or a related field.
Experience:
5-7 years in community management, customer relations, or real estate operations. Prior experience in managing residential compounds or hospitality projects is a plus.
Key Skills & Competencies:
Excellent customer service and communication skills
Strong leadership and team management abilities
Problem-solving and decision-making skills
Ability to handle conflicts and resolve resident disputes professionally
Strong organizational and planning capabilities
Proficiency in Microsoft Office & CRM system
s",Mid-Senior level,Full-time,Customer Service,Real Estate,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4349839530,https://eg.linkedin.com/jobs/view/community-manager-at-wadi-degla-developments-4349839530,Bac+3 / Licence,5 ans/years,General Search
2025-12-15,Product Analyst,Banque Misr,"Cairo, Cairo, Egypt","Role Purpose
As a Product Analyst, you will be an integral part of the various agile tribes and will have the opportunity to take the lead on the digital reporting, product performance monitoring, and KPI analysis of several bank products aiming to capture actionable insights and provide recommendation on business growth and experience optimization.
Key Accountabilities & Decision Ownership
Define the suitable reporting requirements for each project
Collaborate with relevant teams to gather data from multiple sources and convert it into organized reports
Execute the analytics roadmap through working with different stakeholders in an agile model
Ensure data accuracy and integrity by performing regular audits and quality checks
Generate regular and ad-hoc reports that effectively communicate data-driven insights to stakeholders, aiming for business growth, and product performance enhancement
Collaborate with stakeholders to sustain relevant reporting tools, systems and dashboards that track business KPIs
Maintain dashboards and visualizations that present complex data in a clear and concise manner
Perform deep dives in customer data to identify patterns, behaviors, preferences, and seasonalities that keep relevant teams well informed
Work with cross-functional teams to automate and streamline reporting processes
Stay up-to-date with industry standards and best practices to continuously improve reporting processes
Requirements
Bachelor's degree in Business, Marketing, Computer Science, or a related field
Minimum 3 years of proven experience in digital reporting or data analysis
Proficiency in digital analytics tools such as Google Analytics, Adobe Analytics, or similar platforms
Proficiency in data management tools such as MS Excel, MS Access, MS Power BI, and Tableau
Proficiency in SQL, and ability to process large data sets
Excellent attention to detail, analytical and problem-solving skills, with the ability to translate complex data into actionable insights
Excellent communication and presentation skills, with the ability to present data to both technical and business stakeholders
Ability to work independently and collaboratively to provide deliverables on time
Knowledge of banking products, services, and financial metrics is a plus
Key Performance Indictors
Execute the full product reporting tag plan and apply the required data analysis models
Drive accurate insight to stakeholders that helps improve OKRs
Create periodic actionable quantitative and qualitative reports for team visibility",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343674772,https://eg.linkedin.com/jobs/view/product-analyst-at-banque-misr-4343674772,Bac+3 / Licence,3 ans/years,General Search
