Date,Month,Title,Company,Location,Description,Seniority,Employment Type,Job Functions,Industries,API Link,Original Link,Niveau Étude,Experience,Keyword
2025-12-22,December,Safety Engineer,Confidential,"Cairo, Egypt","Willingness to travel and work in Jeddah is a mandatory requirement for this role.
We are a trusted recruitment partner supporting leading organizations across the region in attracting top engineering and technical talent. On behalf of a well-established partner based in Riyadh, Saudi Arabia, we are seeking an experienced
Safety Engineer
to join their team and support ongoing infrastructure projects.
About the Role
The selected candidate will be responsible for ensuring full safety compliance across project sites. This role requires strong technical expertise, validated safety certifications, and extensive hands-on experience in safety and security operations within large-scale infrastructure environments.
Key Responsibilities
Implement, monitor, and enforce safety and security procedures across project sites.
Ensure compliance with local regulations, international safety standards, and company policies.
Conduct risk assessments, site inspections, and incident investigations.
Deliver safety inductions, training sessions, and ongoing guidance to project teams.
Prepare and maintain safety reports, records, and compliance documentation.
Work closely with engineering and project teams to promote and maintain a safe working environment.
Requirements
Bachelor’s degree in Engineering (mandatory).
Minimum of 7 years of experience in safety engineering or safety/security roles.
Verified safety certificates issued by previous employers.
Proven experience working on infrastructure projects.
Strong knowledge of safety regulations and industry best practices.
Willingness to travel and work across project locations, including Jeddah.
What’s Offered
Company-provided accommodation.
Residence permit (Iqama).
Medical insurance.
Competitive salary package based on experience.",Not Applicable,Full-time,Engineering,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345623040,https://eg.linkedin.com/jobs/view/safety-engineer-at-confidential-4345623040,Bac+5 / Master / Ingénieur,7 ans/years,General Search
2025-12-22,December,Sales Desk Associate,LSEG,"Cairo, Cairo, Egypt","The LSEG is rapidly growing its footprint in Cairo to maintain deep customer relationships to drive revenue retention and growth.
We are looking for a fresh graduate to join our Sales Desk Associate Team to provide administrative support to our account management team in EMEA – spanning across various customer segments.
What You’ll Do:
Ensure all client administrative tasks are fulfilled.
Work with customer operations team to help with deal execution and support.
Understand key client objectives and supports account planning.
Identify additional opportunities for revenue and proactively.
Know required information about the industry, domain, and target personas.
Collaborate closely with internal stakeholders, e.g., relationship managers, sales teams, legal, and order management to support client scenarios.
Own and maintain data hygiene in pipeline for select data fields.
Support on annual price increase process.
Adhere to financial controls and policies, running third-party data responsibly.
Resolve inquiries effectively, performing thorough analyses to address root causes.
Drive data and documentation accuracy across an allocated account portfolio: e.g., locate, verify, and review client contract documentation to ensure completeness and accuracy.
Handle diverse order types, ensuring accurate system entries and fulfilment in a timely and accurate manner.
What We’re Looking For:
Solid understanding of the financial services industry.
University degree or equivalent work experience University degree or equivalent work experience.
Industry certifications encouraged.
Excellent attention to detail and organizational skills.
Ability to prioritize and handle multiple tasks in a deadline-driven environment.
Problem solving skills: ability to understand, articulate, structure and solve client needs
Relationship building skills.
What We Offer:
We're proud to offer a working culture that supports growth, balance, and purpose:
Hybrid and flexible working arrangements.
A welcoming, inclusive culture backed by Employee Networks.
A competitive referral bonus program.
Access to private healthcare, wellness support, and pension contributions.
Professional development opportunities and learning resources.
Paid volunteer time to support causes that matter to you.
A team that values your input and supports your goals.
We believe diversity makes us stronger. If you need reasonable accommodations during the application or interview process, please let us know - we're here to support you!
Career Stage:
Senior Associate
London Stock Exchange Group (LSEG) Information:
Join us and be part of a team that values innovation, quality, and continuous improvement. If you're ready to take your career to the next level and make a significant impact, we'd love to hear from you.
LSEG is a leading global financial markets infrastructure and data provider. Our purpose is driving financial stability, empowering economies and enabling customers to create sustainable growth.
Our purpose is the foundation on which our culture is built. Our values of
Integrity, Partnership
,
Excellence
and
Change
underpin our purpose and set the standard for everything we do, every day. They go to the heart of who we are and guide our decision making and everyday actions.
Working with us means that you will be part of a dynamic organisation of 25,000 people across 65 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce.
We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, colour, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as mental health or physical disability needs.
You will be part of a collaborative and creative culture where we encourage new ideas. We are committed to sustainability across our global business and we are proud to partner with our customers to help them meet their sustainability objectives. Our charity, the LSEG Foundation provides charitable grants to community groups that help people access economic opportunities and build a secure future with financial independence. Colleagues can get involved through fundraising and volunteering.
LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.
Please take a moment to read this privacy notice carefully, as it describes what personal information London Stock Exchange Group (LSEG) (we) may hold about you, what it’s used for, and how it’s obtained, your rights and how to contact us as a data subject.
If you are submitting as a Recruitment Agency Partner, it is essential and your responsibility to ensure that candidates applying to LSEG are aware of this privacy notice.",Entry level,Full-time,Sales and Business Development,IT Services and IT Consulting and Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4306483845,https://eg.linkedin.com/jobs/view/sales-desk-associate-at-lseg-4306483845,Bac+5 / Master / Ingénieur,Senior (> 5 ans),General Search
2025-12-22,December,Mgr-Restaurant,Marriott International,"Cairo, Cairo, Egypt","Additional Information
Job Number
25196193
Job Category
Food and Beverage & Culinary
Location
The Westin Cairo Golf Resort & Spa Katameya Dunes, Road 90,New Cairo City, Cairo, Egypt, Egypt, 11835VIEW ON MAP
Schedule
Full Time
Located Remotely?
N
Position Type
Management
En Marriott International, nos comprometemos a ofrecer igualdad de oportunidades, a hacer que todos se sientan bienvenidos y a facilitar el acceso a oportunidades laborales. Promovemos activamente un entorno en el que se valora y celebra la diversidad de orígenes de nuestros asociados. Nuestra gran fortaleza yace en la exquisita fusión de culturas, talentos y experiencias de nuestros asociados. Nos comprometemos a no discriminar por motivos de discapacidad, condición de veterano u otras características protegidas por la legislación vigente.
En Westin, nos comprometemos a empoderar a los huéspedes para que recuperen el control y mejoren su bienestar cuando más lo necesitan mientras viajan, asegurándonos de que lleguen a ser la mejor versión de sí mismos. Para lograr nuestra misión de convertirnos en la marca de bienestar destacada en el sector hotelero, necesitamos empleados apasionados y comprometidos para hacer realidad los programas únicos de la marca. Queremos que nuestros empleados adopten sus propias prácticas de bienestar tanto dentro como fuera del hotel. Eres el candidato ideal de Westin si eres apasionado, activo y te enorgulleces de cómo mantienes tu bienestar, además de ser optimista y aventurero.
Estarás
donde puedes llevar a cabo tu mejor trabajo,
comenzarás
a cumplir tu propósito,
formarás parte
de un increíble equipo mundial y
te convertirás
en tu mejor versión.",Mid-Senior level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4326317652,https://eg.linkedin.com/jobs/view/mgr-restaurant-at-marriott-international-4326317652,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-22,December,Expert engagement associate,Recruitiere Sie,"Cairo, Egypt","Company Overview
Silverlight Expert Research Network is a UK-based consultancy that connects organizations with senior industry professionals across global markets. We support businesses with expert interviews, market research, and data-driven insights that guide strategic decision-making.
Role Summary
We are looking for an Expert Engagement Associate to support our research operations by sourcing, contacting, and engaging industry experts for paid research interviews. This role is target-driven and involves consistent outbound communication with professionals across various sectors.
Key Responsibilities
Conduct outbound calls to identify and engage suitable industry experts
Maintain a minimum outreach rate of 20 calls per hour
Clearly explain research opportunities and participation requirements
Screen experts based on project criteria
Secure expert confirmations and generate research credits
Log call outcomes and expert information accurately in CRM or tracking systems
Meet daily and monthly performance and credit targets
Work Schedule
Monday to Friday: 9 working hours per day (within 8:00 AM – 10:00 PM)
Saturday: Off
Sunday: 4.5 hours only
Compensation
Base Salary: $300/month (full-time, target-based)
Base Salary (if targets are not met): $200/month
Commission: $10 per credit, paid in addition to base salary
Payments are made monthly via bank transfer
Requirements
Strong verbal communication skills in English
Comfortable with high-volume calling and performance targets
Ability to document information accurately
Basic computer and internet skills
Previous experience in outreach, sales, research, or CRM use is an advantage but not mandatory
What We Offer
Fully remote work opportunity
Performance-based earnings
Exposure to international consulting and research projects
Professional communication and research experience",Entry level,Full-time,N/A,Education Administration Programs,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328460407,https://eg.linkedin.com/jobs/view/expert-engagement-associate-at-recruitiere-sie-4328460407,Bac+2 / BTS / DUT,Senior (> 5 ans),General Search
2025-12-22,December,Supervisor-Reservations,Marriott International,"Sharm El Sheikh, South Sinai, Egypt","Additional Information
Job Number
25196410
Job Category
Reservations
Location
Sheraton Sharm Hotel Resort Villas & Spa, Al Pasha Coast, Sharm El Sheikh, Egypt, Egypt,VIEW ON MAP
Schedule
Full Time
Located Remotely?
N
Position Type
Non-Management
Marriott International bietet als Arbeitgeber Chancengleichheit, eine Willkommenskultur und vielfältige Möglichkeiten zur beruflichen Weiterentwicklung. Wir fördern aktiv ein Umfeld, in dem die einzigartigen Hintergründe unserer Mitarbeitenden wertgeschätzt werden. Unsere größte Stärke liegt in der Vielfalt der Kulturen, Talente und Erfahrungen unserer Mitarbeitenden. Wir verpflichten uns zur Nichtdiskriminierung in Bezug auf geschützte Merkmale, einschließlich Behinderung, Veteranenstatus oder andere durch geltendes Recht geschützte Merkmale.
Wenn Sie sich der Sheraton Familie anschließen, werden Sie Teil unserer globalen Community. Wir dienen schon seit 1937 als Treffpunkt, wo man zusammenkommt und sich vernetzt. Bei Sheraton kreieren unsere Mitarbeiterinnen und Mitarbeiter in über 400 Communitys rund um den Globus das Gefühl, dazuzugehören. Mit interessanten Erlebnissen und durchdachtem Service laden wir Gäste ein, heißen sie willkommen und verbinden sie miteinander. Wenn Sie ein Teamplayer sind, den die Idee begeistert, Gästen bedeutsame Erlebnisse zu bieten, laden wir Sie ein, Ihre nächste Karrieremöglichkeit bei Sheraton zu entdecken. Unterstützen Sie uns bei der Mission, ""ein Treffpunkt für alle"" zu werden. Bei Sheraton werden Sie Teil des Markenportfolios von Marriott International.
Hier können Sie
Ihr Bestes geben, Ihre Bestimmung finden,
einem fantastischen globalen
Team angehören
und das Beste aus sich herausholen
.",Mid-Senior level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4326368957,https://eg.linkedin.com/jobs/view/supervisor-reservations-at-marriott-international-4326368957,N/A,N/A,General Search
2025-12-22,December,Mgr-Restaurant,Marriott International,"Cairo, Cairo, Egypt","Additional Information
Job Number
25196193
Job Category
Food and Beverage & Culinary
Location
The Westin Cairo Golf Resort & Spa Katameya Dunes, Road 90,New Cairo City, Cairo, Egypt, Egypt, 11835VIEW ON MAP
Schedule
Full Time
Located Remotely?
N
Position Type
Management
شركة ماريوت الدولية هي شركة توفر فرص توظيف متكافئة. نؤمن بتوظيف قوى عاملة متنوعة الخلفيات والحفاظ على ثقافة شاملة تهتم بالأشخاص في المقام الأول. نلتزم بعدم التمييز على أي أساس محمي، مثل الإعاقة وحالة المحاربين القدماء، أو أي أساس آخر يغطيه القانون المعمول
في ويستن، نحن ملتزمون بتمكين الضيوف من استعادة السيطرة وتعزيز رفاهيتهم عندما يكونون في أمس الحاجة إليها أثناء السفر، مما يضمن قدرتهم على أن يكونوا أفضل نسخة من أنفسهم. لتحقيق مهمة العلامة التجارية المتمثلة في أن تصبح العلامة التجارية الرائدة في مجال العافية في مجال الضيافة، نحتاج إلى شركاء متحمسين ومشاركين لإضفاء الحيوية على البرامج الفريدة للعلامة التجارية. نريد أن يتبنى شركاؤنا ممارسات الرفاهية الخاصة بهم داخل وخارج الممتلكات. أنت المرشح المثالي لويستن إذا كنت متحمسًا؛ أنت نشط وتفخر بكيفية الحفاظ على رفاهيتك؛ أنت متفائل؛ أنت مغامر.
كن
في المكان الذي يمكنك فيه القيام بأفضل أعمالك،
وابدأ
هدفك ،
وانتمي
إلى فريق عالمي مذهل ،
لتصبح
أفضل نسخة منك.",Mid-Senior level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4326542037,https://eg.linkedin.com/jobs/view/mgr-restaurant-at-marriott-international-4326542037,N/A,N/A,General Search
2025-12-22,December,Telesales Representative,Sanaddak,"Qesm El Sheikh Zaid, Al Jizah, Egypt","Sanaddak Egypt
is a rapidly growing FinTech company committed to transforming financial accessibility through an innovative and ethical micro-liquidity platform. We empower underbanked individuals by offering immediate cash liquidity using an advanced buyback model — all managed through our smart and user-friendly mobile application.
Role Description
This is a full-time on-site role for Telesales Agent, located in Qesm El Sheikh Zaid. The Telesales Specialist will be responsible for identifying and reaching out to potential customers via phone calls, delivering effective sales pitches, and closing sales. Responsibilities also include providing exceptional customer service, maintaining strong customer relationships, and ensuring customer satisfaction. Additionally, the role involves keeping accurate records of customer interactions and contributing to team sales targets through collaboration and training of new team members.
Key Responsibilities:
Conduct outbound calls to promote gold-backed micro-liquidity solutions.
Clearly articulate the value proposition and secure application process.
Identify customer needs and match them with appropriate liquidity offerings.
Build and maintain a robust sales pipeline.
Achieve and exceed monthly sales targets (KPIs).
Maintain accurate sales and customer records in the CRM system.
Collaborate with internal teams on product updates.
Professionally handle customer inquiries and objections.
Stay informed on the FinTech industry and market developments.
Participate in ongoing training for skill enhancement.
Location: Palm Hills- Elsheikh Zayed, Egypt
Qualifications:
Proven experience +1 in a telesales or inside sales role, preferably within the FinTech, financial services, or technology sector in Egypt.
Fluency in both Arabic and English is essential.
Demonstrated ability to persuade, influence, and close sales, explaining complex financial concepts simply.
Results-oriented with a strong desire to achieve and exceed sales targets.
Proficiency in using CRM software (e.g., Salesforce, HubSpot, Zoho CRM) and sales productivity tools.
Strong organizational skills and attention to detail.
Resilience and a positive attitude in the face of challenges and customer objections.
What We Offer:
Competitive base salary and an attractive commission structure, rewarding your sales achievements.
Opportunities for career growth and professional development.
A vibrant, innovative, and supportive work environment where your contributions truly make a difference.
How to apply
Please apply online by clicking on “Easy Apply” at the top of the page, and you can also send your resume directly to WhatsApp number 𝟬𝟭𝟭𝟱𝟵𝟱𝟯𝟳𝟵𝟲𝟭",Entry level,Full-time,Sales and Business Development,Consumer Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328583825,https://eg.linkedin.com/jobs/view/telesales-representative-at-sanaddak-4328583825,Bac,N/A,General Search
2025-12-22,December,Supervisor-Reservations,Marriott International,"Sharm El Sheikh, South Sinai, Egypt","Additional Information
Job Number
25196410
Job Category
Reservations
Location
Sheraton Sharm Hotel Resort Villas & Spa, Al Pasha Coast, Sharm El Sheikh, Egypt, Egypt,VIEW ON MAP
Schedule
Full Time
Located Remotely?
N
Position Type
Non-Management
客室ブロック、予約、およびグループマーケットコードの正確性を監督します。会社の価値観や文化を新入社員に伝える。 新しい予約手順を見直して実装します。電話、ファックス、またはメールで受け取ったすべての予約リクエスト、変更、キャンセルを処理します。ゲストの予約ニーズを特定し、適切な部屋タイプを決定します。客室タイプと料金の空室状況をご確認ください。保証、特別料金、キャンセルポリシーを発信者に説明します。特別なリクエストに対応し、文書化します。宿泊施設の施設/サービスや客室の宿泊施設に関する質問に答えます。収益を最大化するために、販売手法に従ってください。予約システムのデータ入力とアクセス。部屋のリクエストに対応するために見つかった課題に対応します。 会計ポリシーに従って適切な請求先アカウントを設定します。ゲストの問題や懸念事項をトラブルシューティング、解決、文書化するか、適切な個人にエスカレーション/紹介します。
トレーニング、スケジューリング、カウンセリング、および従業員のモチベーションとコーチングで経営陣を支援します。ロールモデルとして、また「Guarantee of Fair Treatment/Open Door Policy」プロセスの最初の窓口としての役割を果たします。 すべての会社の方針と手順に従ってください。均一で個人的な外観が清潔でプロフェッショナルであることを確認してください。専有情報の機密性を維持する。会社の資産を保護します。会社の基準に従ってすべてのゲストを歓迎し、認識します。ゲストのサービスニーズを予測し、対処する。心からの感謝の気持ちでゲストに感謝します。明確でプロフェッショナルな言葉を使って他の人と話す。書かれた文書を正確かつ完全に作成およびレビューします。適切なエチケットを使用して電話に出ます。他者との良好な仕事上の関係を築き、維持する。品質保証の期待と基準を遵守します。 さまざまな形式の情報を読み取り、視覚的に検証します。補助なしで、4.5Kg以下の物体を移動、持ち上げ、運び、押したり、引いたり、置いたりします。監督者の要求に応じて、その他の合理的な職務を遂行します。
マリオットインターナショナルでは、機会均等の雇用主として、すべての人を歓迎し、機会を提供するよう努めています。アソシエイトひとり一人のバックグラウンドが評価され、尊重される環境を積極的に育んでいます。私たちの最大の強みは、アソシエイトの様々な文化、才能、経験が豊かに融合している点にあります。当社は、身体障害者、退役軍人、あるいは準拠法によって保護されるその他の根拠を含め、あらゆる根拠に基づく差別の撤廃に取り組んでいます。
シェラトン・ファミリーに加わると、そのグローバルなコミュニティの一員になることができます。1937年以来、私たちは集まり、つながる場所を提供しています。シェラトンでは世界中に、アソシエートがつながりを感じられる400以上のコミュニティを形成しています。私たちはお客様を招き入れ、出迎え、魅力的な体験と心のこもったサービスでお客様をつなぎます。お客様に有意義な滞在体験をお届けしたいと考えるチームプレイが得意な方は、ぜひシェラトンの採用情報をご覧ください。「世界の集いの場」になるというシェラトンの使命に共感してくださる方を求めています。シェラトンホテル＆リゾートの一員になると、マリオット・インターナショナルのブランドポートフォリオに加わることになります。最高の仕事をして、 目標を達成し、素晴らしいグローバルチームに参加し、
最高の自分になることができる場所
で働いてみませんか。",Mid-Senior level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4326358992,https://eg.linkedin.com/jobs/view/supervisor-reservations-at-marriott-international-4326358992,N/A,N/A,General Search
2025-12-22,December,Furniture Sales,Exact Office Solutions,"Cairo, Cairo, Egypt","Company Description
Exact Office Solutions is a brand established by El Amira Furniture (EAF), a leading company in the manufacture, import, design, and supply of premium office and home furniture since 1984. Exact Office Solutions merges modern office furniture designs with high-quality manufacturing to address market demands. With a state-of-the-art production facility in Cairo, the company excels in crafting advanced office furniture. Serving a wide range of sectors, including governmental, public, private, and investment, the company remains dedicated to growth and contributing to the Egyptian market and economy year after year.
Role Description
This is a full-time, on-site role as a Furniture Sales Representative located in Cairo. The role involves managing retail sales of furniture, providing exceptional customer service, and building relationships with clients to meet their office and home furnishing needs. Key responsibilities include showcasing furniture pieces, consulting clients on design and product options, meeting sales targets, and maintaining a professional and welcoming showroom environment. You will also engage with other team members to ensure a seamless sales process.
Qualifications
Strong Communication skills to effectively interface with clients and understand their requirements
Background in Retail Sales and Furniture to align client needs with product offerings
Exceptional Customer Service and Sales abilities to enhance client satisfaction and drive revenue
Proactive problem-solving and organizational skills
Ability to work well in a team and establish long-term client relationships
Experience with office furniture sales
Bachelor’s degree or equivalent experience in a relevant field",Entry level,Full-time,"Design, Art/Creative, and Information Technology",Office Furniture and Fixtures Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328644274,https://eg.linkedin.com/jobs/view/furniture-sales-at-exact-office-solutions-4328644274,Bac+4,N/A,General Search
2025-12-22,December,English Customer Care Representative -- Travel Account,Teleperformance is hiring,"Cairo, Egypt","Join
Teleperformance Egypt
and work on a global travel account, assisting international customers through calls and online channels.
Location:
New Cairo, Egypt
Industry:
Travel & Tourism (Offshore)
Key Responsibilities:
Support customers with travel-related inquiries
Deliver accurate information and quick resolutions
Maintain service excellence standards
Compensation & Benefits:
Net salary up to
19,000 EGP
(including KPIs in Euro equivalent)
Night shift allowance up to
1,000 EGP
Transportation
all over Cairo and Giza
Social and medical insurance
(up to 400K with AXA)
Gym access and retail discounts
VPN line
Paid
professional training
Requirements:
Graduates or undergrads
English level
B1 or above
Flexibility with rotational & night shifts
📩 Apply now or refer someone from your network.",Entry level,Full-time,N/A,Telecommunications,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328634862,https://eg.linkedin.com/jobs/view/english-customer-care-representative-travel-account-at-teleperformance-is-hiring-4328634862,Bac+3 / Licence,N/A,General Search
2025-12-22,December,Mgr-Restaurant,Marriott International,"Cairo, Cairo, Egypt","Additional Information
Job Number
25196193
Job Category
Food and Beverage & Culinary
Location
The Westin Cairo Golf Resort & Spa Katameya Dunes, Road 90,New Cairo City, Cairo, Egypt, Egypt, 11835VIEW ON MAP
Schedule
Full Time
Located Remotely?
N
Position Type
Management
Политика Marriott International — быть работодателем, который рад всем и который дает всем равные возможности. Мы приветствуем создание обстановки, в которой ценится и отмечается уникальный опыт наших сотрудников. Наша сила — уникальное сочетание культуры, таланта и опыта наших сотрудников. Наша политика — отсутствие дискриминации по принципам, защищаемым законодательством, включая ограниченные возможности, статус ветерана или другие принципы, защищаемые применимым законодательством.
Бренд Westin стремится предоставить своим гостям возможность самим решать, как им лучше заботиться о своем здоровье во время поездок, чтобы они всегда чувствовали себя максимально комфортно. Чтобы достигнуть стратегической цели, которая стоит перед нашим брендом, – стать лучшим в гостиничной отрасли брендом отелей, которые предоставляют услуги по оздоровлению, – нам нужны исполненные энтузиазма и увлеченные сотрудники, способные реализовать на практике наши уникальные программы. Мы хотим, чтобы наши сотрудники сами страстно увлекались здоровым образом жизни как во время работы, так и в свое свободное время. Вы идеально подойдете для Westin, если вы увлечены своим делом, активны, гордитесь заботой о своем здоровье, полны оптимизма и любите приключения.
Делайте
то, что у вас получается лучше всего,
начните
движение к своей цели,
присоединитесь
к удивительной глобальной команде и
измените
свою жизнь к лучшему.",Mid-Senior level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4326337597,https://eg.linkedin.com/jobs/view/mgr-restaurant-at-marriott-international-4326337597,N/A,N/A,General Search
2025-12-22,December,Supervisor-Reservations,Marriott International,"Sharm El Sheikh, South Sinai, Egypt","Additional Information
Job Number
25196410
Job Category
Reservations
Location
Sheraton Sharm Hotel Resort Villas & Spa, Al Pasha Coast, Sharm El Sheikh, Egypt, Egypt,VIEW ON MAP
Schedule
Full Time
Located Remotely?
N
Position Type
Non-Management
In Marriott International ci impegniamo a essere un datore di lavoro con pari opportunità, ad accogliere tutti e a favorire l'accesso alle opportunità. Promuoviamo attivamente un ambiente in cui le esperienze pregresse di ogni nostro dipendente vengono valorizzate e celebrate. La nostra più grande forza risiede nel ricco mix di cultura, talento e competenze dei nostri dipendenti. Ci impegniamo a non discriminare su qualsiasi base protetta, tra cui la disabilità, lo status di veterano o altre basi protette dalla legge.
Quando entri a far parte della famiglia Sheraton diventi un componente della sua community globale. Dal 1937 siamo un luogo di incontro e di connessione. All'interno di Sheraton, i dipendenti creano un senso di appartenenza in oltre 400 comunità di tutto il mondo. Invitiamo, accogliamo e mettiamo in contatto gli ospiti attraverso esperienze coinvolgenti e un servizio attento. Se ami il lavoro di squadra e trovi motivazione dall'offrire un'esperienza significativa per gli ospiti, ti invitiamo a esplorare la tua prossima opportunità di lavoro con Sheraton. Unisciti a noi nella nostra mission di essere ""il luogo di ritrovo per eccellenza"". Entrando a far parte di Sheraton Hotels & Resorts ti unirai a un portfolio di brand con Marriott International.
Scegli
un ambiente dove puoi svolgere al meglio il tuo lavoro,
iniziare
il tuo percorso verso i tuoi obiettivi
entrare a far parte
di un fantastico team globale e
diventare
la versione migliore di te.",Mid-Senior level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4326505780,https://eg.linkedin.com/jobs/view/supervisor-reservations-at-marriott-international-4326505780,N/A,N/A,General Search
2025-12-22,December,Industrial Lubrication Sales Engineer (Upper Egypt),MAGD Lubricants,"Beni Suef, Bani Suwayf, Egypt","Sales Engineer required to fulfill the position with attractive salary and commissions ( North Upper Egypt)
Assist with
bids
and
tenders
for new clients.
Searching for new clients who might benefit from company products or services and maximizing client potential in designated regions.
Establishes new accounts and services accounts by identifying potential customers.
Developing long-term relationships with clients, through managing and interpreting their requirements.
Achieving sales target.
﻿
Job Requirements
Bachelor of Engineering or any other relative Technical Diploma
Must be resident in Upper Egypt
Having a car is Required
Technical skills
Experience in Industrial segment or Lubricants market is an asset
Experience more than 1-3 year in similar position
Well spoken English
Fluent in dealing with computer programs",Entry level,Full-time,Sales and Business Development,Commercial and Industrial Machinery Maintenance,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4328443384,https://eg.linkedin.com/jobs/view/industrial-lubrication-sales-engineer-upper-egypt-at-magd-lubricants-4328443384,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-22,December,Mgr-Restaurant,Marriott International,"Cairo, Cairo, Egypt","Additional Information
Job Number
25196193
Job Category
Food and Beverage & Culinary
Location
The Westin Cairo Golf Resort & Spa Katameya Dunes, Road 90,New Cairo City, Cairo, Egypt, Egypt, 11835VIEW ON MAP
Schedule
Full Time
Located Remotely?
N
Position Type
Management
W Marriott International dążymy do tego, aby być pracodawcą oferującym równe szanse, przyjmującym wszystkich i zapewniającym dostęp do możliwości. Aktywnie wspieramy środowisko, w którym wyjątkowe pochodzenie naszych pracowników jest cenione i honorowane. Naszą mocną stroną jest bogata różnorodność kulturowa, talenty i doświadczenia naszych pracowników. Zobowiązujemy się do zapobiegania dyskryminacji ze względu na jakąkolwiek chronioną podstawę, w tym niepełnosprawność, status weterana lub inną podstawę chronioną przez obowiązujące prawo.
W Westin staramy się pomagać gościom w odzyskaniu kontroli nad sprawami i poprawie ich samopoczucia wtedy, gdy najbardziej tego potrzebują, czyli podczas podróży, tak aby mogli być możliwie najlepszą wersją siebie. Aby zrealizować misję marki, jaką jest bycie czołową marką wellness w branży hotelarskiej, potrzebujemy pełnych pasji i zaangażowania pracowników, którzy wcielą w życie niepowtarzalny program marki. Pragniemy, by nasi pracownicy wdrażali własne metody poprawy samopoczucia zarówno na terenie obiektu, jak i poza nim. Idealnie pasujesz do Westin, jeśli masz w sobie pasję, jesteś osobą aktywną i dumną ze sposobu, w jaki dbasz o swoje samopoczucie, cechuje Cię optymizm i uwielbiasz przygody.
Bądź
tam, gdzie możesz pracować najlepiej, jak potrafisz,
rozpocznij
realizację zamierzeń,
poczuj przynależność
do niesamowitej globalnej społeczności i
stań się
najlepszą wersją siebie.",Mid-Senior level,Full-time,Management and Manufacturing,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4326475477,https://eg.linkedin.com/jobs/view/mgr-restaurant-at-marriott-international-4326475477,Bac+8 / Doctorat,N/A,General Search
2025-12-22,December,Salesperson,Malaika Co.,"6th of October, Al Jizah, Egypt","MADU Shops Egypt is Hiring:
Salesperson
Role Description
This is a full-time on-site role for a Salesperson at MADU Shops Egypt. The Salesperson will be responsible for presenting product details, closing sales, and maintaining customer relationships. Additionally, the Salesperson will be expected to meet sales targets, generate reports on sales activities and attend trade shows.
Requirements:
Bachelor's degree in Business, Marketing or Fine Art
Previous experience is a plus
Excellent Communication and Customer Service skills
Excellent command of English
Proficiency in Microsoft Office
Odo system is a plus
Salary + Commission
Rotating Shifts
One day off
Please send resume to:
Faten@malaikalinens.com",Entry level,Full-time,Sales and Business Development,Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4345780791,https://eg.linkedin.com/jobs/view/salesperson-at-malaika-co-4345780791,Bac+4,N/A,General Search
